NUM_POSTE;AN;MOIS;JOUR;TM;PAR
54113002;2018;11;9;10;1.89
54113002;2018;11;10;12;0.87
54113002;2018;11;11;13.3;3.8
54113002;2018;11;12;14.9;2.45
54113002;2018;11;13;9.3;2.61
54113002;2018;11;14;4.5;1.5
54113002;2018;11;15;4.2;0.91
54113002;2018;11;16;4.8;2.41
54113002;2018;11;17;3.9;3.71
54113002;2018;11;18;3.1;3.72
54113002;2018;11;19;1.4;1.13
54113002;2018;11;20;2.4;1.97
54113002;2018;11;21;1.8;1.37
54113002;2018;11;22;2.4;3.19
54113002;2018;11;23;2.3;2.55
54113002;2018;11;24;6.5;1.45
54113002;2018;11;25;5.9;0.96
54113002;2018;11;26;4.9;0.82
54113002;2018;11;27;4.2;1
54113002;2018;11;28;4.2;0.81
54113002;2018;11;29;7.8;1.08
54113002;2018;11;30;7.4;0.58
54113002;2018;12;1;7.1;1.72
54113002;2018;12;2;9.4;0.65
54113002;2018;12;3;12;0.58
54113002;2018;12;4;7.5;1.22
54113002;2018;12;5;5.8;1.65
54113002;2018;12;6;10.2;1.38
54113002;2018;12;7;9.4;0.74
54113002;2018;12;8;7.6;0.7
54113002;2018;12;9;7.4;0.93
54113002;2018;12;10;5.2;1.5
54113002;2018;12;11;0.4;1.18
54113002;2018;12;12;-2;0.86
54113002;2018;12;13;-0.7;2.11
54113002;2018;12;14;-0.4;0.86
54113002;2018;12;15;-1.1;1.66
54113002;2018;12;16;2.1;0.86
54113002;2018;12;17;4.4;0.88
54113002;2018;12;18;3.5;2.51
54113002;2018;12;19;7.3;0.93
54113002;2018;12;20;6.4;0.84
54113002;2018;12;21;8.1;0.35
54113002;2018;12;22;10.5;1.19
54113002;2018;12;23;9.8;0.43
54113002;2018;12;24;5.6;1.24
54113002;2018;12;25;-0.8;2.92
54113002;2018;12;26;-3.5;0.92
54113002;2018;12;27;-2.6;1.07
54113002;2018;12;28;-0.6;0.57
54113002;2018;12;29;0.6;0.6
54113002;2018;12;30;4.3;0.96
54113002;2018;12;31;6.1;0.61
54113002;2019;1;1;5.2;0.46
54113002;2019;1;2;2.5;1.11
54113002;2019;1;3;-0.7;1.18
54113002;2019;1;4;1.2;2.35
54113002;2019;1;5;2.7;0.69
54113002;2019;1;6;2.9;0.9
54113002;2019;1;7;2.9;0.97
54113002;2019;1;8;4.8;1.51
54113002;2019;1;9;2.7;1.73
54113002;2019;1;10;-0.2;1.31
54113002;2019;1;11;-0.8;0.74
54113002;2019;1;12;4;0.67
54113002;2019;1;13;7.3;0.48
54113002;2019;1;14;4.8;1.29
54113002;2019;1;15;4;1.19
54113002;2019;1;16;3.3;2.71
54113002;2019;1;17;3.7;1.55
54113002;2019;1;18;-0.7;2.03
54113002;2019;1;19;-2;3.34
54113002;2019;1;20;-1.8;1.43
54113002;2019;1;21;-5.1;2.76
54113002;2019;1;22;-3.3;1.53
54113002;2019;1;23;-1.2;0.7
54113002;2019;1;24;-3;0.92
54113002;2019;1;25;-1.4;1.43
54113002;2019;1;26;1.9;0.78
54113002;2019;1;27;4.2;1.2
54113002;2019;1;28;1.4;1.12
54113002;2019;1;29;0.4;2.24
54113002;2019;1;30;0.3;1.27
54113002;2019;1;31;0.7;3.18
54113002;2019;2;1;4.3;1.09
54113002;2019;2;2;3.4;1.57
54113002;2019;2;3;1.7;1.85
54113002;2019;2;4;-0.6;3.66
54113002;2019;2;5;0.1;4.67
54113002;2019;2;6;0.6;4.51
54113002;2019;2;7;4.1;1.72
54113002;2019;2;8;5.5;2.15
54113002;2019;2;9;7.2;1.97
54113002;2019;2;10;6.8;0.96
54113002;2019;2;11;3.4;2.15
54113002;2019;2;12;1;3.36
54113002;2019;2;13;-0.8;3.99
54113002;2019;2;14;2.6;5.73
54113002;2019;2;15;4.1;5.78
54113002;2019;2;16;5.5;5.84
54113002;2019;2;17;7.5;6.01
54113002;2019;2;18;7.6;5.8
54113002;2019;2;19;5.8;2.5
54113002;2019;2;20;4.4;4.32
54113002;2019;2;21;6.3;5.82
54113002;2019;2;22;8.5;3.33
54113002;2019;2;23;5.9;6.17
54113002;2019;2;24;6.9;6.83
54113002;2019;2;25;9;6.76
54113002;2019;2;26;10.1;6.74
54113002;2019;2;27;9.6;7.08
54113002;2019;2;28;8.6;5.81
54113002;2019;3;1;7.5;1.33
54113002;2019;3;2;7.6;2.65
54113002;2019;3;3;9.4;2.48
54113002;2019;3;4;8;2.71
54113002;2019;3;5;5.6;1.44
54113002;2019;3;6;9.8;3.56
54113002;2019;3;7;9.3;4.31
54113002;2019;3;8;8.1;5
54113002;2019;3;9;8.9;2.37
54113002;2019;3;10;9.9;4.43
54113002;2019;3;11;4.2;4.13
54113002;2019;3;12;5.5;6.56
54113002;2019;3;13;5.5;3.88
54113002;2019;3;14;6;1.29
54113002;2019;3;15;9.7;1.77
54113002;2019;3;16;10.2;3.53
54113002;2019;3;17;6;3.31
54113002;2019;3;18;4.3;4.31
54113002;2019;3;19;4;8.84
54113002;2019;3;20;5.3;9.01
54113002;2019;3;21;8.4;9.77
54113002;2019;3;22;8.5;9.47
54113002;2019;3;23;8.7;9.31
54113002;2019;3;24;7.8;8.24
54113002;2019;3;25;5.8;7.59
54113002;2019;3;26;6;9.02
54113002;2019;3;27;7.2;8
54113002;2019;3;28;8.8;9.95
54113002;2019;3;29;11.3;10.36
54113002;2019;3;30;11.1;9.55
54113002;2019;3;31;11.7;10.45
54113002;2019;4;1;11.6;10.41
54113002;2019;4;2;10.2;5.07
54113002;2019;4;3;5.2;2
54113002;2019;4;4;4;3.69
54113002;2019;4;5;4.5;7.02
54113002;2019;4;6;7.7;8.81
54113002;2019;4;7;8.8;6
54113002;2019;4;8;8.6;1.98
54113002;2019;4;9;8.1;4.49
54113002;2019;4;10;7.2;1.84
54113002;2019;4;11;7;11.79
54113002;2019;4;12;5.2;11.53
54113002;2019;4;13;3.2;6.81
54113002;2019;4;14;2.6;5.45
54113002;2019;4;15;8.7;12.32
54113002;2019;4;16;9.3;5.12
54113002;2019;4;17;12.2;8.58
54113002;2019;4;18;14.3;12.84
54113002;2019;4;19;15.8;12.59
54113002;2019;4;20;16.5;13.17
54113002;2019;4;21;16.3;11.24
54113002;2019;4;22;16.3;11.88
54113002;2019;4;23;15.6;9.93
54113002;2019;4;24;11.9;6.12
54113002;2019;4;25;10;3.77
54113002;2019;4;26;9.5;7.14
54113002;2019;4;27;8.1;6.52
54113002;2019;4;28;6;6.62
54113002;2019;4;29;7.6;11.47
54113002;2019;4;30;10.7;7.37
54113002;2019;5;1;11.1;13.22
54113002;2019;5;2;10.4;8.39
54113002;2019;5;3;9.6;7.97
54113002;2019;5;4;4.7;4.21
54113002;2019;5;5;5.2;9.37
54113002;2019;5;6;6.5;9.45
54113002;2019;5;7;8;11.06
54113002;2019;5;8;9.4;3.14
54113002;2019;5;9;10.1;4.69
54113002;2019;5;10;11.7;7.81
54113002;2019;5;11;10.9;6.08
54113002;2019;5;12;8.9;13.42
54113002;2019;5;13;10.1;15.25
54113002;2019;5;14;10.8;15.33
54113002;2019;5;15;9.9;15.81
54113002;2019;5;16;11.4;14.97
54113002;2019;5;17;13.8;12.09
54113002;2019;5;18;14.3;10.07
54113002;2019;5;19;13.5;6.96
54113002;2019;5;20;13.8;7.7
54113002;2019;5;21;13.3;8.22
54113002;2019;5;22;12.6;14.19
54113002;2019;5;23;14.6;15.69
54113002;2019;5;24;16.3;13.67
54113002;2019;5;25;14.9;11.67
54113002;2019;5;26;15.3;14.06
54113002;2019;5;27;14.7;8.08
54113002;2019;5;28;12.6;10.86
54113002;2019;5;29;12.5;12.83
54113002;2019;5;30;13.9;8.66
54113002;2019;5;31;17.7;13.6
54113002;2019;6;1;19.8;16.46
54113002;2019;6;2;21.9;16.54
54113002;2019;6;3;19.4;9.73
54113002;2019;6;4;22.1;15.56
54113002;2019;6;5;20.3;12.93
54113002;2019;6;6;12.8;7.36
54113002;2019;6;7;15.2;11.69
54113002;2019;6;8;14.1;11.54
54113002;2019;6;9;15.7;10.38
54113002;2019;6;10;15.5;6.53
54113002;2019;6;11;13.2;5.25
54113002;2019;6;12;14.4;11.22
54113002;2019;6;13;15.8;15.72
54113002;2019;6;14;16.2;6.94
54113002;2019;6;15;17.9;10.8
54113002;2019;6;16;17.3;11.63
54113002;2019;6;17;19.2;16.43
54113002;2019;6;18;21.2;14.12
54113002;2019;6;19;21.7;13.85
54113002;2019;6;20;18.2;11.27
54113002;2019;6;21;17.8;16.94
54113002;2019;6;22;17.1;6.69
54113002;2019;6;23;20.9;16.03
54113002;2019;6;24;24.6;16.17
54113002;2019;6;25;25.6;15.56
54113002;2019;6;26;27.4;16.22
54113002;2019;6;27;26.7;15.99
54113002;2019;6;28;24.1;17.02
54113002;2019;6;29;25;17.01
54113002;2019;6;30;26.2;16.2
54113002;2019;7;1;21.5;11.1
54113002;2019;7;2;20.2;16.66
54113002;2019;7;3;20;15.34
54113002;2019;7;4;20.4;16.78
54113002;2019;7;5;21.7;16.69
54113002;2019;7;6;23.1;14.96
54113002;2019;7;7;18.8;11.33
54113002;2019;7;8;16.8;13.68
54113002;2019;7;9;16.4;16.28
54113002;2019;7;10;18.2;16.2
54113002;2019;7;11;18.3;8.9
54113002;2019;7;12;18.9;11.52
54113002;2019;7;13;17.2;9.62
54113002;2019;7;14;17.5;8.96
54113002;2019;7;15;17.1;14.68
54113002;2019;7;16;17.9;15.38
54113002;2019;7;17;19.5;15.44
54113002;2019;7;18;20.8;10.11
54113002;2019;7;19;20.6;8.28
54113002;2019;7;20;22.4;11.01
54113002;2019;7;21;22.5;13.89
54113002;2019;7;22;22.6;14.06
54113002;2019;7;23;26.3;15.65
54113002;2019;7;24;29;14.83
54113002;2019;7;25;30.7;14.94
54113002;2019;7;26;27;8.8
54113002;2019;7;27;19.9;4.68
54113002;2019;7;28;17.4;4.42
54113002;2019;7;29;19.4;12.43
54113002;2019;7;30;20;10.69
54113002;2019;7;31;18.3;10.86
54113002;2019;8;1;19.2;14.38
54113002;2019;8;2;21.6;10.9
54113002;2019;8;3;20.1;12.81
54113002;2019;8;4;22.6;13.8
54113002;2019;8;5;23.1;11.38
54113002;2019;8;6;21.9;8.4
54113002;2019;8;7;18.3;6.23
54113002;2019;8;8;20.5;12.16
54113002;2019;8;9;22.6;8.44
54113002;2019;8;10;21.1;12.26
54113002;2019;8;11;15.9;5.77
54113002;2019;8;12;15;8.41
54113002;2019;8;13;15.5;12.59
54113002;2019;8;14;16.6;9.6
54113002;2019;8;15;17.6;7.8
54113002;2019;8;16;18.3;11.53
54113002;2019;8;17;17.8;4.67
54113002;2019;8;18;20.8;9.49
54113002;2019;8;19;18.3;11.68
54113002;2019;8;20;14.6;5.59
54113002;2019;8;21;17.3;13.09
54113002;2019;8;22;18.7;12.89
54113002;2019;8;23;20.5;13.01
54113002;2019;8;24;21.3;12.7
54113002;2019;8;25;21.7;12.66
54113002;2019;8;26;22.8;11.67
54113002;2019;8;27;23.6;11.6
54113002;2019;8;28;23.6;10.5
54113002;2019;8;29;21.4;10.22
54113002;2019;8;30;20.9;12.17
54113002;2019;8;31;23.8;11.26
54113002;2019;9;1;17.6;6.89
54113002;2019;9;2;16.1;11.87
54113002;2019;9;3;16.2;11.96
54113002;2019;9;4;17.8;11.82
54113002;2019;9;5;14.5;6.63
54113002;2019;9;6;13.5;10.41
54113002;2019;9;7;11.8;5.24
54113002;2019;9;8;10.8;4.42
54113002;2019;9;9;11.6;7.37
54113002;2019;9;10;13.1;10.52
54113002;2019;9;11;14.9;8.23
54113002;2019;9;12;17.9;8.08
54113002;2019;9;13;16.7;7.55
54113002;2019;9;14;18.6;9.99
54113002;2019;9;15;19.2;10.39
54113002;2019;9;16;19.1;9.14
54113002;2019;9;17;16.5;8.34
54113002;2019;9;18;12.9;9.82
54113002;2019;9;19;12.4;9.92
54113002;2019;9;20;13.8;9.95
54113002;2019;9;21;16.4;9.42
54113002;2019;9;22;17.3;6.4
54113002;2019;9;23;14.3;5.71
54113002;2019;9;24;12.6;2.73
54113002;2019;9;25;14.2;3.94
54113002;2019;9;26;15.8;1.9
54113002;2019;9;27;15.1;3.25
54113002;2019;9;28;14.3;4.15
54113002;2019;9;29;15.3;5.59
54113002;2019;9;30;13.6;4.3
54113002;2019;10;1;15.6;3.73
54113002;2019;10;2;11.3;4.32
54113002;2019;10;3;7.9;7.16
54113002;2019;10;4;10.7;2.63
54113002;2019;10;5;12;3.6
54113002;2019;10;6;11.5;2.31
54113002;2019;10;7;11.3;3.08
54113002;2019;10;8;12.1;1.25
54113002;2019;10;9;11;3.41
54113002;2019;10;10;11.3;4.98
54113002;2019;10;11;13.2;4.45
54113002;2019;10;12;15.9;4.18
54113002;2019;10;13;18.9;5.57
54113002;2019;10;14;18.4;6.66
54113002;2019;10;15;12.6;1.45
54113002;2019;10;16;13;5.64
54113002;2019;10;17;13.3;1.55
54113002;2019;10;18;12.7;3.22
54113002;2019;10;19;12.8;2.41
54113002;2019;10;20;13.9;1.36
54113002;2019;10;21;12.6;2.92
54113002;2019;10;22;11.6;3.34
54113002;2019;10;23;12.1;3.29
54113002;2019;10;24;14.3;4.57
54113002;2019;10;25;12.3;4.39
54113002;2019;10;26;11.8;5.54
54113002;2019;10;27;12.2;1.99
54113002;2019;10;28;7.9;2.9
54113002;2019;10;29;6.9;1.47
54113002;2019;10;30;6.5;2.28
54113002;2019;10;31;6.3;2.61
54113002;2019;11;1;10.4;1.03
54113002;2019;11;2;12.5;1.98
54113002;2019;11;3;11;1.68
54113002;2019;11;4;10.4;2.06
54113002;2019;11;5;8.2;3.49
54113002;2019;11;6;8.1;1.58
54113002;2019;11;7;6.9;2.07
54113002;2019;11;8;4.9;2.8
54113002;2019;11;9;3.5;3.01
54113002;2019;11;10;2.7;2.28
54113002;2019;11;11;2.9;1.91
54113002;2019;11;12;4.2;1.95
54113002;2019;11;13;2.8;0.78
54113002;2019;11;14;4;1.18
54113002;2019;11;15;2.6;1.17
54113002;2019;11;16;1;2.65
54113002;2019;11;17;1.1;0.99
54113002;2019;11;18;2.3;0.63
54113002;2019;11;19;2.9;2.7
54113002;2019;11;20;0;1.67
54113002;2019;11;21;3;1.75
54113002;2019;11;22;6.5;3.06
54113002;2019;11;23;4.5;1.26
54113002;2019;11;24;5;2.6
54113002;2019;11;25;7.7;1.26
54113002;2019;11;26;9.2;2.03
54113002;2019;11;27;10.2;1.22
54113002;2019;11;28;9.2;1.67
54113002;2019;11;29;5.7;1.04
54113002;2019;11;30;1;1.75
54113002;2019;12;1;1.7;0.72
54113002;2019;12;2;0.7;3.14
54113002;2019;12;3;0.9;3.08
54113002;2019;12;4;-0.2;2.97
54113002;2019;12;5;-1.9;2.64
54113002;2019;12;6;1.6;1.44
54113002;2019;12;7;7.7;0.95
54113002;2019;12;8;8.4;0.44
54113002;2019;12;9;6;0.72
54113002;2019;12;10;1.8;1.61
54113002;2019;12;11;3;0.48
54113002;2019;12;12;3.3;1.41
54113002;2019;12;13;4.6;0.7
54113002;2019;12;14;7.2;1.74
54113002;2019;12;15;8.4;0.54
54113002;2019;12;16;10;1.22
54113002;2019;12;17;12.9;1.18
54113002;2019;12;18;8.4;0.99
54113002;2019;12;19;9.5;2.61
54113002;2019;12;20;7.5;0.38
54113002;2019;12;21;5.4;1.27
54113002;2019;12;22;7.4;0.69
54113002;2019;12;23;6.9;0.99
54113002;2019;12;24;7.7;1.25
54113002;2019;12;25;6.9;1.28
54113002;2019;12;26;2.1;1.06
54113002;2019;12;27;6.7;0.92
54113002;2019;12;28;1.8;2.06
54113002;2019;12;29;-0.5;2.71
54113002;2019;12;30;-0.6;2.68
54113002;2019;12;31;-0.7;2.26
68028003;2013;1;1;6;0.93
68028003;2013;1;2;3.6;1.6
68028003;2013;1;3;2;1.19
68028003;2013;1;4;5.8;1.24
68028003;2013;1;5;6.6;1.01
68028003;2013;1;6;5.5;1.45
68028003;2013;1;7;3.5;1.89
68028003;2013;1;8;0.7;0.91
68028003;2013;1;9;0.2;0.48
68028003;2013;1;10;1.6;0.74
68028003;2013;1;11;2.3;1.18
68028003;2013;1;12;-0.1;1.43
68028003;2013;1;13;-1.8;1.08
68028003;2013;1;14;-1.9;0.7
68028003;2013;1;15;-1.3;1.25
68028003;2013;1;16;-3.1;1.8
68028003;2013;1;17;-2.9;0.91
68028003;2013;1;18;-2.9;1.5
68028003;2013;1;19;-3.2;0.6
68028003;2013;1;20;-2.4;0.97
68028003;2013;1;21;-0.8;1.26
68028003;2013;1;22;0.7;1.69
68028003;2013;1;23;-0.7;2.18
68028003;2013;1;24;-2.3;0.99
68028003;2013;1;25;-3;1.21
68028003;2013;1;26;-2;3.03
68028003;2013;1;27;0.9;1.7
68028003;2013;1;28;3.9;3.24
68028003;2013;1;29;6.7;0.87
68028003;2013;1;30;11.3;2.19
68028003;2013;1;31;8.6;3.68
68028003;2013;2;1;7.2;0.92
68028003;2013;2;2;3.3;2.06
68028003;2013;2;3;2.2;2.77
68028003;2013;2;4;4.4;1.18
68028003;2013;2;5;4.4;2.34
68028003;2013;2;6;0.9;1.28
68028003;2013;2;7;1;2.11
68028003;2013;2;8;0.4;2.56
68028003;2013;2;9;-2.1;2.44
68028003;2013;2;10;-3;3.75
68028003;2013;2;11;-2.8;0.87
68028003;2013;2;12;-2.3;1.62
68028003;2013;2;13;-2.7;2.9
68028003;2013;2;14;-3.6;3.58
68028003;2013;2;15;1.5;3.74
68028003;2013;2;16;2.4;2.96
68028003;2013;2;17;1.6;2.38
68028003;2013;2;18;2.4;5.5
68028003;2013;2;19;2;4.99
68028003;2013;2;20;1;2.62
68028003;2013;2;21;-1.8;4.07
68028003;2013;2;22;-4.5;3.02
68028003;2013;2;23;-4;3.1
68028003;2013;2;24;-3.4;2.14
68028003;2013;2;25;-1.6;4.35
68028003;2013;2;26;0;2.71
68028003;2013;2;27;2;1.9
68028003;2013;2;28;1.7;1.59
68028003;2013;3;1;1.1;0.96
68028003;2013;3;2;0.3;1.39
68028003;2013;3;3;1.6;5.73
68028003;2013;3;4;3.3;7.16
68028003;2013;3;5;5.4;5.9
68028003;2013;3;6;8.1;4.81
68028003;2013;3;7;10.6;3.61
68028003;2013;3;8;10.1;2.76
68028003;2013;3;9;10.1;3.89
68028003;2013;3;10;7.6;3.79
68028003;2013;3;11;2.2;2.16
68028003;2013;3;12;0.9;1.85
68028003;2013;3;13;-3.1;1.56
68028003;2013;3;14;-2.5;4.27
68028003;2013;3;15;-0.8;8.2
68028003;2013;3;16;3;6.4
68028003;2013;3;17;3.7;1.41
68028003;2013;3;18;3.6;2.96
68028003;2013;3;19;5.6;7.18
68028003;2013;3;20;5.8;5.64
68028003;2013;3;21;5.3;5.75
68028003;2013;3;22;5.7;8.72
68028003;2013;3;23;2.5;1.38
68028003;2013;3;24;2.7;4.89
68028003;2013;3;25;-0.2;2.09
68028003;2013;3;26;-0.4;3.22
68028003;2013;3;27;-0.2;3.12
68028003;2013;3;28;0.5;2.2
68028003;2013;3;29;3.1;8.62
68028003;2013;3;30;2.3;2.7
68028003;2013;3;31;1.6;3.2
68028003;2013;4;1;3.3;9.78
68028003;2013;4;2;3;9.31
68028003;2013;4;3;4.3;4.5
68028003;2013;4;4;5.7;9.37
68028003;2013;4;5;4;8.43
68028003;2013;4;6;3.9;3.83
68028003;2013;4;7;4.6;5.45
68028003;2013;4;8;4.9;4.84
68028003;2013;4;9;6.3;4.1
68028003;2013;4;10;9.6;8.98
68028003;2013;4;11;12.2;5.74
68028003;2013;4;12;10.4;7.66
68028003;2013;4;13;11.9;10.41
68028003;2013;4;14;18.1;12.09
68028003;2013;4;15;19.2;11.53
68028003;2013;4;16;18;7.96
68028003;2013;4;17;19.3;11.49
68028003;2013;4;18;17.4;7.56
68028003;2013;4;19;10.8;5.07
68028003;2013;4;20;7.7;2.62
68028003;2013;4;21;9.1;2.91
68028003;2013;4;22;10.6;4.74
68028003;2013;4;23;13.4;9.61
68028003;2013;4;24;16.2;12.88
68028003;2013;4;25;19.1;12.83
68028003;2013;4;26;14.7;2.68
68028003;2013;4;27;7.1;2.47
68028003;2013;4;28;7.2;4.02
68028003;2013;4;29;8.8;2.58
68028003;2013;4;30;10.2;3.23
68028003;2013;5;1;12;6.52
68028003;2013;5;2;13.5;5.29
68028003;2013;5;3;12.2;5.46
68028003;2013;5;4;11.8;4.87
68028003;2013;5;5;15.1;12.82
68028003;2013;5;6;15.8;11.2
68028003;2013;5;7;15.2;8.61
68028003;2013;5;8;16.6;11.5
68028003;2013;5;9;16.1;6.21
68028003;2013;5;10;13;12.58
68028003;2013;5;11;11.9;6.84
68028003;2013;5;12;10.4;8.94
68028003;2013;5;13;11.6;4.53
68028003;2013;5;14;14.5;11.73
68028003;2013;5;15;14.1;4.77
68028003;2013;5;16;11.8;2.33
68028003;2013;5;17;9.9;2.45
68028003;2013;5;18;14.5;13.5
68028003;2013;5;19;10.9;3.89
68028003;2013;5;20;9.8;3.69
68028003;2013;5;21;10.6;4.03
68028003;2013;5;22;9.6;4.92
68028003;2013;5;23;7;5
68028003;2013;5;24;6.3;7.48
68028003;2013;5;25;9;11.66
68028003;2013;5;26;8.1;2.22
68028003;2013;5;27;12.6;10
68028003;2013;5;28;13.7;10.64
68028003;2013;5;29;9.4;5.55
68028003;2013;5;30;11.2;7.78
68028003;2013;5;31;12;3.02
68028003;2013;6;1;13.7;7.87
68028003;2013;6;2;14.5;11.46
68028003;2013;6;3;11.7;9.09
68028003;2013;6;4;15.5;14.99
68028003;2013;6;5;18.6;15.21
68028003;2013;6;6;20.1;15.51
68028003;2013;6;7;20.6;15.46
68028003;2013;6;8;21.6;15.49
68028003;2013;6;9;17;9.67
68028003;2013;6;10;15.2;4.5
68028003;2013;6;11;17.3;10.94
68028003;2013;6;12;19.1;8.64
68028003;2013;6;13;19.8;14.88
68028003;2013;6;14;14.7;10.6
68028003;2013;6;15;18.8;13.09
68028003;2013;6;16;20.6;15.79
68028003;2013;6;17;25.3;15.19
68028003;2013;6;18;27.9;15.21
68028003;2013;6;19;27.5;13.05
68028003;2013;6;20;20.1;7.66
68028003;2013;6;21;17.7;11.47
68028003;2013;6;22;18.7;11.36
68028003;2013;6;23;16.6;12.34
68028003;2013;6;24;13.6;8.86
68028003;2013;6;25;12.6;5.76
68028003;2013;6;26;13.7;9.07
68028003;2013;6;27;12.6;6.16
68028003;2013;6;28;14.6;10.38
68028003;2013;6;29;15.3;8.81
68028003;2013;6;30;16.4;8.65
68028003;2013;7;1;18.8;15.06
68028003;2013;7;2;20.7;13.78
68028003;2013;7;3;17.2;3.72
68028003;2013;7;4;16.9;5.48
68028003;2013;7;5;18.6;11.43
68028003;2013;7;6;22.1;15.38
68028003;2013;7;7;23;14.94
68028003;2013;7;8;23;15.4
68028003;2013;7;9;23.2;14.73
68028003;2013;7;10;23.1;15.03
68028003;2013;7;11;18.6;14.89
68028003;2013;7;12;19.2;15.15
68028003;2013;7;13;20.3;14.72
68028003;2013;7;14;21.3;14.86
68028003;2013;7;15;21;14.3
68028003;2013;7;16;22.8;15.03
68028003;2013;7;17;22.5;10.51
68028003;2013;7;18;24;10.24
68028003;2013;7;19;24.6;12.94
68028003;2013;7;20;24.4;14.75
68028003;2013;7;21;25.3;15.03
68028003;2013;7;22;26.1;14.36
68028003;2013;7;23;23.6;9.53
68028003;2013;7;24;21.9;7.78
68028003;2013;7;25;24.3;11.5
68028003;2013;7;26;26.1;12.01
68028003;2013;7;27;29.4;13.9
68028003;2013;7;28;23;6.73
68028003;2013;7;29;18.6;4.7
68028003;2013;7;30;20;9.27
68028003;2013;7;31;22.7;11.03
68028003;2013;8;1;25.1;14.61
68028003;2013;8;2;28.1;13.95
68028003;2013;8;3;24.7;8.72
68028003;2013;8;4;22.6;10.21
68028003;2013;8;5;25.8;13.76
68028003;2013;8;6;23;10.8
68028003;2013;8;7;19.4;5.42
68028003;2013;8;8;17.6;4.41
68028003;2013;8;9;19.3;10.16
68028003;2013;8;10;19.3;9.41
68028003;2013;8;11;18.8;8.69
68028003;2013;8;12;19.5;8.73
68028003;2013;8;13;16.5;9.43
68028003;2013;8;14;15.9;8.21
68028003;2013;8;15;18.4;13.13
68028003;2013;8;16;21.1;12.85
68028003;2013;8;17;22.4;9.94
68028003;2013;8;18;21.4;7.72
68028003;2013;8;19;19.3;9.28
68028003;2013;8;20;17.2;12.57
68028003;2013;8;21;18.7;12.82
68028003;2013;8;22;19.5;11.55
68028003;2013;8;23;20.8;11.39
68028003;2013;8;24;17.2;3.11
68028003;2013;8;25;15.4;4.8
68028003;2013;8;26;15.8;8.59
68028003;2013;8;27;16.3;7.89
68028003;2013;8;28;16.8;6.3
68028003;2013;8;29;18;11.31
68028003;2013;8;30;19.2;10.12
68028003;2013;8;31;18.9;7.91
68028003;2013;9;1;16.3;7.99
68028003;2013;9;2;17.6;11.05
68028003;2013;9;3;19.8;11.41
68028003;2013;9;4;21.4;11.27
68028003;2013;9;5;23.2;10.81
68028003;2013;9;6;23.9;8.71
68028003;2013;9;7;19.5;6.73
68028003;2013;9;8;16.3;5.47
68028003;2013;9;9;15.4;8.06
68028003;2013;9;10;13.1;4.74
68028003;2013;9;11;12.2;3.78
68028003;2013;9;12;12.9;3.69
68028003;2013;9;13;14.6;6.21
68028003;2013;9;14;15.5;2.98
68028003;2013;9;15;15.3;5.04
68028003;2013;9;16;12.3;4.4
68028003;2013;9;17;10.3;6.44
68028003;2013;9;18;14.2;4.36
68028003;2013;9;19;12.2;4.66
68028003;2013;9;20;13.8;4.84
68028003;2013;9;21;14.2;8.19
68028003;2013;9;22;15.1;9.15
68028003;2013;9;23;16.1;9.22
68028003;2013;9;24;14.7;8.79
68028003;2013;9;25;17.7;8.05
68028003;2013;9;26;18.7;6.92
68028003;2013;9;27;15.5;7.24
68028003;2013;9;28;13.6;3.94
68028003;2013;9;29;14.8;6.51
68028003;2013;9;30;12.5;3.91
68028003;2013;10;1;12.5;2.71
68028003;2013;10;2;12.6;6.57
68028003;2013;10;3;11.6;5.69
68028003;2013;10;4;14.7;2.68
68028003;2013;10;5;15;3.33
68028003;2013;10;6;12.8;1.98
68028003;2013;10;7;13.1;3.94
68028003;2013;10;8;12.9;1.49
68028003;2013;10;9;12.9;2.02
68028003;2013;10;10;8.2;3.72
68028003;2013;10;11;6.3;4.34
68028003;2013;10;12;5.4;1.29
68028003;2013;10;13;8.3;5.47
68028003;2013;10;14;11.2;2.03
68028003;2013;10;15;11.5;1.26
68028003;2013;10;16;11;4.19
68028003;2013;10;17;12.8;4.72
68028003;2013;10;18;11.9;5.5
68028003;2013;10;19;15;5.51
68028003;2013;10;20;14.1;1.17
68028003;2013;10;21;14.8;3.69
68028003;2013;10;22;17.5;4.4
68028003;2013;10;23;14.4;0.76
68028003;2013;10;24;14.1;5.72
68028003;2013;10;25;14.8;3.01
68028003;2013;10;26;17.5;4.66
68028003;2013;10;27;15.2;3.87
68028003;2013;10;28;16;3.7
68028003;2013;10;29;10.9;3.17
68028003;2013;10;30;8.8;4.99
68028003;2013;10;31;7.7;5.02
68028003;2013;11;1;7.7;2.06
68028003;2013;11;2;13.8;3
68028003;2013;11;3;8.8;3.58
68028003;2013;11;4;8.9;1.42
68028003;2013;11;5;6.7;2.95
68028003;2013;11;6;11.1;1.18
68028003;2013;11;7;14.1;1.98
68028003;2013;11;8;12.7;0.88
68028003;2013;11;9;9.3;3.81
68028003;2013;11;10;5.6;0.95
68028003;2013;11;11;5;3.42
68028003;2013;11;12;2.2;3.3
68028003;2013;11;13;4.9;1.52
68028003;2013;11;14;5.3;1.65
68028003;2013;11;15;4.5;2.72
68028003;2013;11;16;4.7;0.69
68028003;2013;11;17;4.7;0.77
68028003;2013;11;18;4.3;3.5
